"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","1","",""
"Fellowship of Christian Assemblies","Evangelical Protestant","Pentecostal Family","6","",""
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","4","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","5","3,403","1.41"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","44","0.02"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","8","1,440","0.60"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","2","450","0.19"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","4","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","3","",""
"Grace Gospel Fellowship","Evangelical Protestant","Independent Fundamentalist Family","2","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","500","0.21"
"Hindu Yoga and Meditation","Hinduism","","6","722","0.30"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","2","4,500","1.86"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","20","3,170","1.31"
"International Churches of Christ","Evangelical Protestant","Baptist Family","1","142","0.06"
"International Communion of the Charismatic Episcopal Church","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","151","42,722","17.67"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","22","4,183","1.73"
"Missionary Church, The","Evangelical Protestant","Holiness Family","4","538","0.22"
"Moravian Church in America (Unitas Fratrum), Northern Province","Mainline Protestant","","1","127","0.05"
"Muslim Estimate","Islam","Islam Family","10","20,483","8.47"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","3","570","0.24"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","24","5,590","2.31"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","142","127,904","52.89"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","1","160","0.07"
"Orthodox Anglican Church","Mainline Protestant","","1","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","75","0.03"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Pentecostal Assemblies of the World","Black Protestant","Pentecostal Family","2","124","0.05"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","6","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","11","1,667","0.69"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","2","178","0.07"
"Reform Judaism","Judaism","Judaism Family","3","1,342","0.55"
"Reformed Baptist Network","Evangelical Protestant","","1","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","15","3,752","1.55"
"Reformed Episcopal Church","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Salvation Army","Evangelical Protestant","Holiness Family","5","1,176","0.49"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","2","440","0.18"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","42","22,721","9.40"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","138","25,299","10.46"
"The Local Churches","Evangelical Protestant","","5","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","3","392","0.16"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","9","974","0.40"
"United Episcopal Church of North America","Mainline Protestant","","1","",""
"United Methodist Church","Mainline Protestant","Methodist Family","16","2,964","1.23"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","18","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","125","0.05"
"Wesleyan Church","Evangelical Protestant","Holiness Family","1","91","0.04"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","3","755","0.31"
" "," "," ","1,226.0","1,068,673.0"," "
