"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","5","874","0.27"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","13","7,323","2.30"
"Church of God in Christ","Black Protestant","Pentecostal Family","1","500","0.16"
"Church of God in Christ, Mennonite","Evangelical Protestant","Mennonite/Amish Family","1","15","0.00"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","5","",""
"Church of Jesus Christ (Bickertonite)","Latter-day Saints","Latter-day Saints (Mormonism) Family","1","",""
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","116","73,196","22.97"
"Church of the Brethren","Evangelical Protestant","Friends/Brethren Family","1","178","0.06"
"Church of the Lutheran Brethren of America","Evangelical Protestant","Lutheran Family","1","",""
"Church of the Nazarene","Evangelical Protestant","Holiness Family","34","2,861","0.90"
"Churches of Christ","Evangelical Protestant","Restorationists Family","29","3,233","1.01"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","2","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","11","",""
"Conservative Judaism","Judaism","Judaism Family","4","1,509","0.47"
"Converge Worldwide","Evangelical Protestant","Baptist Family","10","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","10","14,190","4.45"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","6","",""
"Ecumenical Catholic Communion","Other Christians","","3","465","0.15"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","21","9,180","2.88"
"Ethiopian Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","400","0.13"
"Evangelical Association of Reformed and Congregational Christian Churches","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","3","534","0.17"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","18","",""
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","14","3,250","1.02"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","32","7,990","2.51"
"Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","16","0.01"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","2","",""
"Fellowship of Christian Assemblies","Evangelical Protestant","Pentecostal Family","1","",""
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","8","",""
"Fire Baptized Holiness Church (Wesleyan)","Evangelical Protestant","Holiness Family","1","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","7","1,404","0.44"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","42","0.01"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","2","420","0.13"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","2","440","0.14"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"Grace Communion International","Evangelical Protestant","","1","",""
"Grace Gospel Fellowship","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","3","3,000","0.94"
"Hindu Yoga and Meditation","Hinduism","","17","7,919","2.48"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","3","4,100","1.29"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","38","7,142","2.24"
"International Communion of the Charismatic Episcopal Church","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Jain","Other","Other Groups Family","1","",""
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","116","30,604","9.60"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","28","13,658","4.29"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","8","5,020","1.58"
"Malankara Mar Thoma Church","Other Christians","Other Groups Family","1","39","0.01"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","0","0.00"
"Muslim Estimate","Islam","Islam Family","20","36,165","11.35"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","1","144","0.05"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","1","18","0.01"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","1","2,200","0.69"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","4","510","0.16"
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","156","151,704","47.60"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","9","",""
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","3","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","250","0.08"
"Orthodox Judaism","Judaism","Judaism Family","2","1,350","0.42"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","6","",""
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","3","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","33","9,072","2.85"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","18","9,322","2.93"
"Reconstructionist Judaism","Judaism","Judaism Family","1","1,396","0.44"
"Reform Judaism","Judaism","Judaism Family","7","7,406","2.32"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","4","1,795","0.56"
"Reformed Presbyterian Church of North America (Covenanters)","Evangelical Protestant","Presbyterian/Reformed Family","2","70","0.02"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","60","0.02"
"Salvation Army","Evangelical Protestant","Holiness Family","4","1,324","0.42"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","200","0.06"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","23","10,362","3.25"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","162","82,848","26.00"
"Sovereign Grace Churches","Evangelical Protestant","Baptist Family","2","",""
"Swedenborgian Church","Other Christians","Spiritualist Family","1","11","0.00"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","500","0.16"
"Tao","Other","Other Groups Family","1","",""
"The Local Churches","Evangelical Protestant","","13","",""
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","5","729","0.23"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","15","1,486","0.47"
"United Church of God","Other Christians","Adventist Family","1","",""
"United Holy Church of America","Black Protestant","Pentecostal Family","1","31","0.01"
"United Methodist Church","Mainline Protestant","Methodist Family","39","9,522","2.99"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","10","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","389","0.12"
"Unity Churches, Association of","Other Christians","Other Groups Family","3","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","2","36","0.01"
"Vedanta Society","Other","Other Groups Family","1","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","6","616","0.19"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","4","621","0.19"
" "," "," ","1,503.0","1,577,780.0"," "
