"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Primitive Baptists Associations","Evangelical Protestant","Baptist Family","1","60","0.04"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","2","1,100","0.65"
"Reconstructionist Judaism","Judaism","Judaism Family","1","84","0.05"
"Reform Judaism","Judaism","Judaism Family","4","5,060","3.01"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","3","998","0.59"
"Romanian Orthodox Metropolia of the Americas","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.06"
"Salvation Army","Evangelical Protestant","Holiness Family","4","577","0.34"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","120","0.07"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","16","4,719","2.80"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","133","17,982","10.69"
"The Local Churches","Evangelical Protestant","","6","",""
"Unification Church","Other","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","5","633","0.38"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","19","2,470","1.47"
"United Methodist Church","Mainline Protestant","Methodist Family","27","6,742","4.01"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","4","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","4","",""
"Vedanta Society","Other","Other Groups Family","1","",""
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","82","0.05"
" "," "," ","1,085.0","690,595.0"," "
