"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","5","207","0.07"
"Church of God in Christ","Black Protestant","Pentecostal Family","21","4,357","1.41"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","5","322","0.10"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","120","71,495","23.10"
"Church of our Lord Jesus Christ of the Apostolic Faith, Inc.","Black Protestant","Pentecostal Family","4","",""
"Church of the Brethren","Evangelical Protestant","Friends/Brethren Family","1","57","0.02"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","29","5,267","1.70"
"Churches of Christ","Evangelical Protestant","Restorationists Family","47","6,668","2.15"
"Churches of God, General Conference","Evangelical Protestant","Presbyterian/Reformed Family","3","183","0.06"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","5","850","0.27"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","11","",""
"Conservative Congregational Christian Conference","Evangelical Protestant","Presbyterian/Reformed Family","1","525","0.17"
"Conservative Judaism","Judaism","Judaism Family","8","5,332","1.72"
"Converge Worldwide","Evangelical Protestant","Baptist Family","20","6,150","1.99"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","500","0.16"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","35","12,532","4.05"
"Eritrean Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","450","0.15"
"Ethiopian Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","",""
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","9","1,873","0.61"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","13","10,395","3.36"
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","3","124","0.04"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","34","11,563","3.74"
"Evangelical Methodist Church","Evangelical Protestant","Methodist Family","2","",""
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","2","630","0.20"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","141","0.05"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","2","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","3","385","0.12"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","7","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","2","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","3","3,000","0.97"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","10","247","0.08"
"Hinduism: Hindu Renaissance","Hinduism","Hinduism Family","4","48","0.02"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","3","3,374","1.09"
"Hinduism: Traditional Hindu Temples","Hinduism","Hinduism Family","2","3,200","1.03"
"Hungarian Reformed Churches (Additional)","Mainline Protestant","Presbyterian/Reformed Family","1","",""
"Independent Baptist Fellowship International","Evangelical Protestant","Baptist Family","2","",""
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","3","",""
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","2","111","0.04"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","22","1,728","0.56"
"International Churches of Christ","Evangelical Protestant","Baptist Family","1","1,195","0.39"
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","6","375","0.12"
"Jain","Other","Other Groups Family","1","",""
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","43","",""
"Korean Presbyterian Church Abroad","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Korean-American Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","4","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","37","12,060","3.90"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","5","4,556","1.47"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","1","21","0.01"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","1","9","0.00"
"Missionary Church, The","Evangelical Protestant","Holiness Family","2","290","0.09"
"Muslim Estimate","Islam","Islam Family","19","21,994","7.11"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","6","593","0.19"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","1","56","0.02"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","4","1,523","0.49"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","7","2,010","0.65"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","5","463","0.15"
"New Apostolic Church USA","Other Christians","Other Groups Family","3","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","212","148,930","48.11"
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","1","100","0.03"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","3","375","0.12"
"Orthodox Judaism","Judaism","Judaism Family","16","2,400","0.78"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","4","466","0.15"
"Patriarchal Parishes of the Russian Orthodox Church in the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","90","0.03"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","4","435","0.14"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","29","17,009","5.50"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","20","2,285","0.74"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","1","792","0.26"
"Reconstructionist Judaism","Judaism","Judaism Family","1","464","0.15"
"Reform Judaism","Judaism","Judaism Family","5","8,597","2.78"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","3","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","360","0.12"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","1","20","0.01"
"Reformed Presbyterian Church of North America (Covenanters)","Evangelical Protestant","Presbyterian/Reformed Family","1","44","0.01"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","200","0.06"
"Salvation Army","Evangelical Protestant","Holiness Family","7","9,133","2.95"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","3","860","0.28"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","34","15,102","4.88"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","206","33,486","10.82"
"Swedenborgian Church","Other Christians","Spiritualist Family","1","",""
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","600","0.19"
"Tao","Other","Other Groups Family","1","",""
"Ukrainian Orthodox Church of the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","60","0.02"
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","5","1,851","0.60"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","22","5,243","1.69"
"United Methodist Church","Mainline Protestant","Methodist Family","43","20,797","6.72"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","29","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","6","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","370","0.12"
"Wesleyan Church","Evangelical Protestant","Holiness Family","15","5,272","1.70"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","7","1,247","0.40"
" "," "," ","1,721.0","1,359,377.0"," "
