"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","2","822","0.42"
"Malankara Archdiocese of the Syrian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","50","0.03"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","4","883","0.46"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","54","0.03"
"Muslim Estimate","Islam","Islam Family","20","40,626","20.98"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","3","600","0.31"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","9","2,230","1.15"
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"New Testament Association of Independent Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","96","99,470","51.37"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","",""
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","1","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","2","100","0.05"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","300","0.15"
"Orthodox Judaism","Judaism","Judaism Family","3","1,500","0.77"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","8","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","18","3,670","1.90"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","4","650","0.34"
"Reconstructionist Judaism","Judaism","Judaism Family","1","149","0.08"
"Reform Judaism","Judaism","Judaism Family","4","6,701","3.46"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","350","0.18"
"Reformed Presbyterian Church Hanover Presbytery","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","370","0.19"
"Salvation Army","Evangelical Protestant","Holiness Family","4","452","0.23"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","1,500","0.77"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","24","7,898","4.08"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","80","15,281","7.89"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","130","0.07"
"The Local Churches","Evangelical Protestant","","8","",""
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","4","710","0.37"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","12","2,316","1.20"
"United Church of God","Other Christians","Adventist Family","1","",""
"United Episcopal Church of North America","Mainline Protestant","","1","",""
"United Methodist Church","Mainline Protestant","Methodist Family","31","10,662","5.51"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","11","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","5","",""
"Vedanta Society","Other","Other Groups Family","1","",""
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","2","1,015","0.52"
" "," "," ","943.0","881,436.0"," "
