"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","16","",""
"Conservative Judaism","Judaism","Judaism Family","3","3,610","2.03"
"Converge Worldwide","Evangelical Protestant","Baptist Family","7","1,410","0.79"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","350","0.20"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","21","8,025","4.50"
"Eritrean Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","350","0.20"
"Ethiopian Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","2","",""
"Evangelical Association of Reformed and Congregational Christian Churches","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","9","857","0.48"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","3","850","0.48"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","21","5,439","3.05"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","1","253","0.14"
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","1","104","0.06"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","4","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","3","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","2,700","1.52"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","11","314","0.18"
"Hinduism: Hindu Renaissance","Hinduism","Hinduism Family","3","2,024","1.14"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","12","10,096","5.67"
"Hinduism: Traditional Hindu Temples","Hinduism","Hinduism Family","5","31,340","17.59"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","2","181","0.10"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","10","1,257","0.71"
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","10","1,644","0.92"
"Jain","Other","Other Groups Family","1","",""
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","14","",""
"Korean Presbyterian Church Abroad","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","8","",""
"Korean-American Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","13","3,755","2.11"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","347","0.19"
"Malankara Archdiocese of the Syrian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","144","0.08"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","4","1,639","0.92"
"Muslim Estimate","Islam","Islam Family","17","18,851","10.58"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","2","444","0.25"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","1","123","0.07"
"National Spiritualist Association of Churches","Other","Spiritualist Family","1","",""
"New Apostolic Church USA","Other Christians","Other Groups Family","2","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","125","76,984","43.21"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","52","0.03"
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","1","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","2","111","0.06"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","232","0.13"
"Orthodox Judaism","Judaism","Judaism Family","8","1,500","0.84"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","312","0.18"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","7","761","0.43"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","25","8,137","4.57"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","7","566","0.32"
"Reconstructionist Judaism","Judaism","Judaism Family","1","305","0.17"
"Reform Judaism","Judaism","Judaism Family","4","6,677","3.75"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","2","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","2","993","0.56"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","300","0.17"
"Salvation Army","Evangelical Protestant","Holiness Family","4","1,374","0.77"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","350","0.20"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","24","7,830","4.39"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","71","16,587","9.31"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","240","0.13"
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","4","987","0.55"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","10","2,593","1.46"
"United Methodist Church","Mainline Protestant","Methodist Family","32","16,731","9.39"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","12","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","3","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","36","0.02"
"Vicariate for the Palestinian and Jordanian Orthodox Christian Communities in America","Orthodox","Eastern Liturgical (Orthodox) Family","1","750","0.42"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","2","903","0.51"
" "," "," ","927.0","776,028.0"," "
