"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Hindu Yoga and Meditation","Hinduism","","7","828","0.71"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","1","7,500","6.43"
"Independent Judaism","Judaism","","1","0","0.00"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","3","5,556","4.77"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","48","12,368","10.61"
"Liberal Catholic Church, Province of the United States of America","Other Christians","Other Groups Family","1","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","13","1,558","1.34"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","218","0.19"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","33","0.03"
"Muslim Estimate","Islam","Islam Family","7","11,218","9.62"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","6","108","0.09"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","1","180","0.15"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","8","5,032","4.32"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","21","5,470","4.69"
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","49","19,840","17.02"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","6","1,520","1.30"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","67","0.06"
"Orthodox Judaism","Judaism","Judaism Family","0","120","0.10"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","9","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","12","3,841","3.29"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","4","304","0.26"
"Reform Judaism","Judaism","Judaism Family","3","3,491","2.99"
"Salvation Army","Evangelical Protestant","Holiness Family","3","340","0.29"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","500","0.43"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","1","19","0.02"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","10","3,506","3.01"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","71","12,473","10.70"
"Swedenborgian Church","Other Christians","Spiritualist Family","1","39","0.03"
"The Church of God","Evangelical Protestant","","1","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","2","920","0.79"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","9","1,268","1.09"
"United Church of God","Other Christians","Adventist Family","1","",""
"United Methodist Church","Mainline Protestant","Methodist Family","20","4,603","3.95"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","8","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","89","0.08"
"Unity Churches, Association of","Other Christians","Other Groups Family","4","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","4","416","0.36"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","29","0.02"
" "," "," ","716.0","484,692.0"," "
