"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Converge Worldwide","Evangelical Protestant","Baptist Family","8","3,030","2.89"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","535","0.51"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","15","5,303","5.06"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","11","2,531","2.41"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","4","1,990","1.90"
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","1","44","0.04"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","13","5,013","4.78"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","2","643","0.61"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","133","0.13"
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","4","250","0.24"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","1","",""
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","8","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","600","0.57"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","5","218","0.21"
"Hinduism: Traditional Hindu Temples","Hinduism","Hinduism Family","1","50","0.05"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","14","2,878","2.74"
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","4","365","0.35"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","13","",""
"Korean Presbyterian Church Abroad","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","13","1,753","1.67"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","164","0.16"
"Muslim Estimate","Islam","Islam Family","9","9,980","9.51"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","1","67","0.06"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","4","227","0.22"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","2","1,603","1.53"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","6","4,749","4.53"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","5","783","0.75"
"New Apostolic Church USA","Other Christians","Other Groups Family","2","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","72","26,080","24.86"
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","5","936","0.89"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","125","0.12"
"Orthodox Judaism","Judaism","Judaism Family","2","120","0.11"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","107","0.10"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","10","2,843","2.71"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","15","9,395","8.96"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","4","1,040","0.99"
"Reform Judaism","Judaism","Judaism Family","4","3,650","3.48"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","178","0.17"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","175","0.17"
"Salvation Army","Evangelical Protestant","Holiness Family","3","556","0.53"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","2","650","0.62"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","1","73","0.07"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","10","3,189","3.04"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","65","13,136","12.52"
"Swedenborgian Church","Other Christians","Spiritualist Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","2","1,180","1.12"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","10","1,832","1.75"
"United Methodist Church","Mainline Protestant","Methodist Family","23","7,676","7.32"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","6","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","3","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","3","242","0.23"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","38","0.04"
" "," "," ","652.0","403,596.0"," "
