"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","5","477","0.59"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","3","550","0.68"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","9","1,590","1.97"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","52","0.06"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","2","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","2","90","0.11"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","2","",""
"Fundamental Baptist Fellowship Association","Evangelical Protestant","Baptist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","3,600","4.47"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","8","268","0.33"
"Hinduism: Hindu Renaissance","Hinduism","Hinduism Family","5","1,048","1.30"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","1","1,742","2.16"
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","1","102","0.13"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","3","191","0.24"
"International Council of Community Churches","Mainline Protestant","Presbyterian/Reformed Family","2","",""
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","1","28","0.03"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","12","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Korean-American Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","8","1,812","2.25"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","222","0.28"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","2","118","0.15"
"Muslim Estimate","Islam","Islam Family","6","6,654","8.26"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","9","1,425","1.77"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","16","8,326","10.34"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","4","894","1.11"
"National Spiritualist Association of Churches","Other","Spiritualist Family","3","",""
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","39","9,020","11.20"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","2","403","0.50"
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","2","35","0.04"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","200","0.25"
"Orthodox Judaism","Judaism","Judaism Family","8","1,500","1.86"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","58","0.07"
"Patriarchal Parishes of the Russian Orthodox Church in the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","800","0.99"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","23","3,648","4.53"
"Reconstructionist Judaism","Judaism","Judaism Family","1","270","0.34"
"Reform Judaism","Judaism","Judaism Family","4","9,447","11.73"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","1,924","2.39"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","5","810","1.01"
"Salvation Army","Evangelical Protestant","Holiness Family","7","1,656","2.06"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","250","0.31"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","10","1,754","2.18"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","44","5,364","6.66"
"Swedenborgian Church","Other Christians","Spiritualist Family","1","",""
"Tao","Other","Other Groups Family","6","",""
"Ukrainian Orthodox Church of the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.12"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","543","0.67"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","7","1,273","1.58"
"United Methodist Church","Mainline Protestant","Methodist Family","12","39,312","48.82"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","4","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","2","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","302","0.38"
"Vicariate for the Palestinian and Jordanian Orthodox Christian Communities in America","Orthodox","Eastern Liturgical (Orthodox) Family","1","3,750","4.66"
" "," "," ","522.0","284,310.0"," "
