"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","9","6,877","8.83"
"Churches of Christ","Evangelical Protestant","Restorationists Family","16","1,437","1.84"
"Churches of God, General Conference","Evangelical Protestant","Presbyterian/Reformed Family","1","61","0.08"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","5","",""
"Converge Worldwide","Evangelical Protestant","Baptist Family","6","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","150","0.19"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","3","529","0.68"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","5","481","0.62"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","3","",""
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","3","934","1.20"
"Evangelical Methodist Church","Evangelical Protestant","Methodist Family","1","",""
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","2","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","3","174","0.22"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","9","0.01"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","2","360","0.46"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","1","90","0.12"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","2","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","900","1.15"
"Hindu Yoga and Meditation","Hinduism","","6","355","0.46"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","11","770","0.99"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","40","11,020","14.14"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","6","2,156","2.77"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","418","0.54"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","1","204","0.26"
"Muslim Estimate","Islam","Islam Family","12","11,730","15.05"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","1","19","0.02"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","2","642","0.82"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","1","150","0.19"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","15","3,880","4.98"
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","46","29,208","37.48"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","6","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","2","50","0.06"
"Orthodox Judaism","Judaism","Judaism Family","0","60","0.08"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","14","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","5","535","0.69"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","443","0.57"
"Reform Judaism","Judaism","Judaism Family","1","540","0.69"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","1,004","1.29"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","2","48","0.06"
"Salvation Army","Evangelical Protestant","Holiness Family","2","342","0.44"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","14","5,165","6.63"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","46","7,409","9.51"
"Tao","Other","Other Groups Family","1","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","1","106","0.14"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","3","327","0.42"
"United Methodist Church","Mainline Protestant","Methodist Family","10","3,279","4.21"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","21","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","505","0.65"
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","58","0.07"
"Wesleyan Church","Evangelical Protestant","Holiness Family","1","48","0.06"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","121","0.16"
" "," "," ","495.0","296,830.0"," "
