"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","14","5,420","5.96"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","60","45,490","50.03"
"Orthodox Judaism","Judaism","Judaism Family","1","60","0.07"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","12","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","4","265","0.29"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","38","0.04"
"Reform Judaism","Judaism","Judaism Family","1","284","0.31"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","100","0.11"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","3","219","0.24"
"Salvation Army","Evangelical Protestant","Holiness Family","2","227","0.25"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","19","5,819","6.40"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","71","26,417","29.05"
"The Church of God","Evangelical Protestant","","1","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Unaffiliated Conservative Mennonite","Evangelical Protestant","Mennonite/Amish Family","1","78","0.09"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","118","0.13"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","3","452","0.50"
"United Church of God","Other Christians","Adventist Family","1","",""
"United Holy Church of America","Black Protestant","Pentecostal Family","2","107","0.12"
"United Methodist Church","Mainline Protestant","Methodist Family","12","1,683","1.85"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","12","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","3","113","0.12"
" "," "," ","618.0","414,265.0"," "
