"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","1","90","0.10"
"General Association of General Baptists","Evangelical Protestant","Baptist Family","1","200","0.23"
"Georgian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","55","0.06"
"Grace Communion International","Evangelical Protestant","","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","2,600","2.97"
"Hindu Yoga and Meditation","Hinduism","","14","2,919","3.34"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","2","2,731","3.12"
"Independent Judaism","Judaism","","3","0","0.00"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","5","830","0.95"
"International Churches of Christ","Evangelical Protestant","Baptist Family","1","90","0.10"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","25","5,016","5.74"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","9","1,584","1.81"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","220","0.25"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","3","208","0.24"
"Muslim Estimate","Islam","Islam Family","6","9,130","10.45"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","7","1,600","1.83"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","15","10,317","11.80"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","13","3,470","3.97"
"National Spiritualist Association of Churches","Other","Spiritualist Family","3","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","27","13,154","15.05"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","3","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","2","120","0.14"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","240","0.27"
"Orthodox Judaism","Judaism","Judaism Family","6","1,500","1.72"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Patriarchal Parishes of the Russian Orthodox Church in the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","450","0.51"
"Pentecostal Assemblies of the World","Black Protestant","Pentecostal Family","1","104","0.12"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","22","2,299","2.63"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","1","400","0.46"
"Reconstructionist Judaism","Judaism","Judaism Family","1","459","0.53"
"Reform Judaism","Judaism","Judaism Family","4","8,192","9.37"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","2","1,539","1.76"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","5","765","0.88"
"Salvation Army","Evangelical Protestant","Holiness Family","6","752","0.86"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","300","0.34"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","11","1,366","1.56"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","51","5,437","6.22"
"Swedenborgian Church","Other Christians","Spiritualist Family","1","93","0.11"
"Tao","Other","Other Groups Family","4","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Ukrainian Orthodox Church of the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","300","0.34"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","319","0.37"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","6","1,238","1.42"
"United House of Prayer","Black Protestant","","1","100","0.11"
"United Methodist Church","Mainline Protestant","Methodist Family","11","15,283","17.49"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","2","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","2","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","56","0.06"
"Vedanta Society","Other","Other Groups Family","1","",""
" "," "," ","536.0","307,067.0"," "
