"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","193","122,205","40.60"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","8","1,734","0.58"
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","2","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","1,000","0.33"
"Orthodox Judaism","Judaism","Judaism Family","13","1,350","0.45"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","6","340","0.11"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","3","326","0.11"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","37","21,660","7.20"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","13","3,914","1.30"
"Reconstructionist Judaism","Judaism","Judaism Family","1","1,671","0.56"
"Reform Judaism","Judaism","Judaism Family","6","8,232","2.73"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","1","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","3","9,273","3.08"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","1","49","0.02"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","10","0.00"
"Salvation Army","Evangelical Protestant","Holiness Family","4","4,281","1.42"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","250","0.08"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","20","10,894","3.62"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","133","69,216","22.99"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","1,080","0.36"
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","5","830","0.28"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","14","1,978","0.66"
"United Holy Church of America","Black Protestant","Pentecostal Family","1","",""
"United Methodist Church","Mainline Protestant","Methodist Family","42","12,194","4.05"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","9","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","4","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","2","79","0.03"
"Wesleyan Church","Evangelical Protestant","Holiness Family","7","204","0.07"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","5","745","0.25"
" "," "," ","1,522.0","1,377,585.0"," "
