"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Churches of Christ","Evangelical Protestant","Restorationists Family","34","2,956","1.35"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","2","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","5","",""
"Conservative Judaism","Judaism","Judaism Family","2","230","0.11"
"Converge Worldwide","Evangelical Protestant","Baptist Family","2","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","4","1,800","0.83"
"Cumberland Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","65","0.03"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","14","1,936","0.89"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","1","35","0.02"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","9","",""
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","13","1,562","0.72"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","6","",""
"Fire Baptized Holiness Church (Wesleyan)","Evangelical Protestant","Holiness Family","1","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","3","724","0.33"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","7","1,260","0.58"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","3","900","0.41"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","3","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","3","1,400","0.64"
"Hindu Yoga and Meditation","Hinduism","","4","1,873","0.86"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","1","3,000","1.38"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","40","5,788","2.65"
"International Council of Community Churches","Mainline Protestant","Presbyterian/Reformed Family","1","",""
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","114","32,114","14.72"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","19","3,995","1.83"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","2","270","0.12"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","1","63","0.03"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","3","127","0.06"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","40","0.02"
"Muslim Estimate","Islam","Islam Family","18","32,495","14.89"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","3","1,152","0.53"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","2","38","0.02"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","5","7,472","3.42"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","18","15,290","7.01"
"New Apostolic Church USA","Other Christians","Other Groups Family","2","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","158","112,158","51.41"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","2","",""
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","1","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","1","100","0.05"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.05"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Pentecostal Assemblies of the World","Black Protestant","Pentecostal Family","1","100","0.05"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","6","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","13","1,722","0.79"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Protestant Reformed Churches in America","Evangelical Protestant","Presbyterian/Reformed Family","1","298","0.14"
"Reform Judaism","Judaism","Judaism Family","1","651","0.30"
"Reformed Baptist Network","Evangelical Protestant","","1","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","4","790","0.36"
"Romanian Orthodox Metropolia of the Americas","Orthodox","Eastern Liturgical (Orthodox) Family","1","120","0.06"
"Salvation Army","Evangelical Protestant","Holiness Family","4","572","0.26"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","1","28","0.01"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","60","37,057","16.99"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","138","42,101","19.30"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","2","625","0.29"
"The Church of God","Evangelical Protestant","","1","",""
"The Local Churches","Evangelical Protestant","","5","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","1","70","0.03"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","13","1,474","0.68"
"United Church of God","Other Christians","Adventist Family","1","",""
"United Holy Church of America","Black Protestant","Pentecostal Family","4","132","0.06"
"United Methodist Church","Mainline Protestant","Methodist Family","18","2,875","1.32"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","11","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","4","644","0.30"
"Unity Churches, Association of","Other Christians","Other Groups Family","2","",""
" "," "," ","1,220.0","925,517.0"," "
