"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","1","34","0.00"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","2","417","0.04"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","26","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","31","3,972","0.40"
"Friends United Meeting","Mainline Protestant","Friends/Brethren Family","1","417","0.04"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","23","",""
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","18","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","10","",""
"Georgian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","150","0.02"
"Grace Gospel Fellowship","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","8","9,155","0.93"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","34","946","0.10"
"Hinduism: Hindu Renaissance","Hinduism","Hinduism Family","15","572","0.06"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","16","9,759","0.99"
"Hinduism: Traditional Hindu Temples","Hinduism","Hinduism Family","13","8,336","0.85"
"Holy Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","120","0.01"
"Hungarian Reformed Churches (Additional)","Mainline Protestant","Presbyterian/Reformed Family","1","",""
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","13","",""
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","5","242","0.02"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","234","54,646","5.57"
"International Churches of Christ","Evangelical Protestant","Baptist Family","2","6,169","0.63"
"International Council of Community Churches","Mainline Protestant","Presbyterian/Reformed Family","5","",""
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","20","4,684","0.48"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","133","",""
"Korean Presbyterian Church Abroad","Evangelical Protestant","Presbyterian/Reformed Family","39","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","70","",""
"Korean-American Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","48","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","90","18,317","1.87"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","10","4,322","0.44"
"Macedonian Orthodox Church: American-Canadian Diocese","Orthodox","Eastern Liturgical (Orthodox) Family","1","300","0.03"
"Malankara (Indian) Orthodox Syrian Church","Orthodox","Eastern Liturgical (Orthodox) Family","3","420","0.04"
"Malankara Archdiocese of the Syrian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","216","0.02"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","11","1,088","0.11"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","24","2,116","0.22"
"Missionary Church, The","Evangelical Protestant","Holiness Family","18","4,611","0.47"
"Moravian Church in America (Unitas Fratrum), Northern Province","Mainline Protestant","","1","216","0.02"
"Muslim Estimate","Islam","Islam Family","59","69,080","7.04"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","8","2,434","0.25"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","5","282","0.03"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","16","10,106","1.03"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","52","23,659","2.41"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","25","3,322","0.34"
"National Spiritualist Association of Churches","Other","Spiritualist Family","1","",""
"New Apostolic Church USA","Other Christians","Other Groups Family","5","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","720","345,848","35.22"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","3","104","0.01"
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","11","510","0.05"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","8","1,101","0.11"
"Orthodox Judaism","Judaism","Judaism Family","150","44,400","4.52"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","4","632","0.06"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","14","3,278","0.33"
"Pentecostal Fire-Baptized Holiness Church","Evangelical Protestant","Pentecostal Family","1","",""
"Pentecostal Free Will Baptist Church, Inc.","Evangelical Protestant","Pentecostal Family","2","",""
"Pillar of Fire","Evangelical Protestant","Holiness Family","1","50","0.01"
"Polish National Catholic Church of America","Catholic","Catholic Liturgical Family","1","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","150","38,476","3.92"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","35","1,027","0.10"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","12","2,462","0.25"
"Reconstructionist Judaism","Judaism","Judaism Family","3","3,761","0.38"
"Reform Judaism","Judaism","Judaism Family","26","33,631","3.43"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","5","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","13","6,293","0.64"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","1","44","0.00"
"Reformed Presbyterian Church of North America (Covenanters)","Evangelical Protestant","Presbyterian/Reformed Family","1","63","0.01"
"Romanian Orthodox Metropolia of the Americas","Orthodox","Eastern Liturgical (Orthodox) Family","2","250","0.03"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","3","4,100","0.42"
"Salvation Army","Evangelical Protestant","Holiness Family","23","7,529","0.77"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","3","5,240","0.53"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","3","67","0.01"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","140","44,377","4.52"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","517","100,329","10.22"
"Swedenborgian Church","Other Christians","Spiritualist Family","1","",""
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","2","4,800","0.49"
"Tao","Other","Other Groups Family","5","",""
"Ukrainian Orthodox Church of the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","2","400","0.04"
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","2","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","14","2,869","0.29"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","54","10,861","1.11"
"United Holy Church of America","Black Protestant","Pentecostal Family","3","",""
"United Methodist Church","Mainline Protestant","Methodist Family","154","49,927","5.08"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","33","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","14","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","4","564","0.06"
"Vicariate for the Palestinian and Jordanian Orthodox Christian Communities in America","Orthodox","Eastern Liturgical (Orthodox) Family","1","250","0.03"
"Wesleyan Church","Evangelical Protestant","Holiness Family","29","4,190","0.43"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","8","1,173","0.12"
" "," "," ","5,786.0","5,214,110.0"," "
