"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","17","5,104","0.51"
"Baha'i Faith","Other","Other Groups Family","33","8,810","0.88"
"Baptist Missionary Association of America","Evangelical Protestant","Baptist Family","2","",""
"Bible Way Church of Our Lord Jesus Christ World Wide, Inc.","Evangelical Protestant","Pentecostal Family","1","400","0.04"
"Biblical Mennonite Alliance","Evangelical Protestant","Mennonite/Amish Family","2","44","0.00"
"Brethren Church (Ashland, Ohio)","Evangelical Protestant","Friends/Brethren Family","3","",""
"Brethren in Christ Church","Evangelical Protestant","Friends/Brethren Family","1","",""
"Buddhism, Mahayana","Buddhism","Buddhism Family","87","56,760","5.67"
"Buddhism, Theravada","Buddhism","Buddhism Family","33","19,552","1.95"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","18","21,290","2.13"
"Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia","Orthodox","Eastern Liturgical (Orthodox) Family","1","150","0.01"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","19","",""
"Catholic Church","Catholic","Catholic Liturgical Family","274","3,148,829","314.44"
"Chabad Judaism","Judaism","","107","",""
"Christadelphians","Other Christians","Other Groups Family","5","",""
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","45","6,071","0.61"
"Christian Brethren (Plymouth Brethren)","Evangelical Protestant","Independent Fundamentalist Family","18","",""
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","51","7,462","0.75"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","49","25,722","2.57"
"Christian Congregation in North America","Evangelical Protestant","Pentecostal Family","2","",""
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","14","3,929","0.39"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","48","5,880","0.59"
"Church of Christ (Holiness) U.S.A","Evangelical Protestant","Holiness Family","8","",""
"Church of Christ, Scientist","Other Christians","Christian Science Family","17","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","28","6,490","0.65"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","49","2,737","0.27"
"Church of God General Conference (Abrahamic Faith, McDonough, GA)","Evangelical Protestant","Adventist Family","1","38","0.00"
"Church of God in Christ","Black Protestant","Pentecostal Family","122","77,607","7.75"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","20","",""
"Church of Jesus Christ (Bickertonite)","Latter-day Saints","Latter-day Saints (Mormonism) Family","1","",""
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","198","124,938","12.48"
"Church of our Lord Jesus Christ of the Apostolic Faith, Inc.","Black Protestant","Pentecostal Family","1","210","0.02"
"Church of the Brethren","Evangelical Protestant","Friends/Brethren Family","11","1,148","0.11"
"Church of the Living God (Christian Workers for Fellowship)","Black Protestant","Pentecostal Family","2","",""
"Church of the Living God, the Pillar and Ground of the Truth, Inc. [Lewis Dominion]","Black Protestant","Pentecostal Family","1","",""
"Church of the Lutheran Brethren of America","Evangelical Protestant","Lutheran Family","1","",""
"Church of the Nazarene","Evangelical Protestant","Holiness Family","108","23,229","2.32"
"Churches of Christ","Evangelical Protestant","Restorationists Family","92","14,879","1.49"
"Communion of Reformed Evangelical Churches","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","3","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","24","",""
"Conservative Congregational Christian Conference","Evangelical Protestant","Presbyterian/Reformed Family","5","4,774","0.48"
"Conservative Judaism","Judaism","Judaism Family","20","16,081","1.61"
"Converge Worldwide","Evangelical Protestant","Baptist Family","20","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","15","22,210","2.22"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","15","",""
"Ecumenical Catholic Communion","Other Christians","","4","640","0.06"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","72","28,220","2.82"
"Eritrean Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","2","1,890","0.19"
"Ethiopian Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","8","3,780","0.38"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","32","4,913","0.49"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","42","",""
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","12","1,265","0.13"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","95","14,447","1.44"
"Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","44","0.00"
"Evangelical Methodist Church","Evangelical Protestant","Methodist Family","1","",""
"Every Nation","Evangelical Protestant","","4","",""
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","16","",""
"Fire Baptized Holiness Church (Wesleyan)","Evangelical Protestant","Holiness Family","2","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","31","4,988","0.50"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","5","365","0.04"
"Friends United Meeting","Mainline Protestant","Friends/Brethren Family","1","400","0.04"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","47","9,870","0.99"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","7","2,090","0.21"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","16","",""
"General Church of the New Jerusalem","Other Christians","Spiritualist Family","1","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","10","",""
"Georgian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","65","0.01"
"Grace Communion International","Evangelical Protestant","","6","",""
"Grace Gospel Fellowship","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","8","7,243","0.72"
"Hindu Yoga and Meditation","Hinduism","","49","15,891","1.59"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","17","26,220","2.62"
"Holiness Church of God","Evangelical Protestant","Pentecostal Family","1","",""
"Holy Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.01"
"Independent Judaism","Judaism","","6","850","0.08"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","184","74,822","7.47"
"International Churches of Christ","Evangelical Protestant","Baptist Family","2","6,322","0.63"
"International Communion of the Charismatic Episcopal Church","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","461","116,034","11.59"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","86","10,945","1.09"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","12","2,682","0.27"
"Macedonian Orthodox Church: American-Canadian Diocese","Orthodox","Eastern Liturgical (Orthodox) Family","1","150","0.01"
"Malankara (Indian) Orthodox Syrian Church","Orthodox","Eastern Liturgical (Orthodox) Family","2","665","0.07"
"Malankara Archdiocese of the Syrian Orthodox Church in North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","216","0.02"
"Malankara Mar Thoma Church","Other Christians","Other Groups Family","2","141","0.01"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","10","1,006","0.10"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","13","1,292","0.13"
"Missionary Church, The","Evangelical Protestant","Holiness Family","18","1,991","0.20"
"Muslim Estimate","Islam","Islam Family","74","142,661","14.25"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","4","471","0.05"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","7","126","0.01"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","9","8,902","0.89"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","45","20,356","2.03"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","164","55,116","5.50"
"National Spiritualist Association of Churches","Other","Spiritualist Family","1","",""
"Nazarene Christian Congregation (Side A or B)","Evangelical Protestant","Froehlich Churches Family","1","13","0.00"
"Netherlands Reformed Congregations","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"New Apostolic Church USA","Other Christians","Other Groups Family","3","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","531","378,500","37.80"
"North American and Europe Region of the Knanaya Archdiocese of the Syriac Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","70","0.01"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","11","370","0.04"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","8","1,430","0.14"
"Orthodox Judaism","Judaism","Judaism Family","37","44,400","4.43"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","7","",""
"Pentecostal Assemblies of the World","Black Protestant","Pentecostal Family","1","250","0.02"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","8","",""
"Pillar of Fire","Evangelical Protestant","Holiness Family","1","",""
"Polish National Catholic Church of America","Catholic","Catholic Liturgical Family","1","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","118","21,357","2.13"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","32","966","0.10"
"Primitive Baptists Associations","Evangelical Protestant","Baptist Family","4","528","0.05"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","7","2,096","0.21"
"Reconstructionist Judaism","Judaism","Judaism Family","2","2,867","0.29"
"Reform Judaism","Judaism","Judaism Family","22","25,502","2.55"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","25","5,867","0.59"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","2","54","0.01"
"Reformed Presbyterian Church of North America (Covenanters)","Evangelical Protestant","Presbyterian/Reformed Family","1","84","0.01"
"Romanian Orthodox Metropolia of the Americas","Orthodox","Eastern Liturgical (Orthodox) Family","1","300","0.03"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","1,400","0.14"
"Salvation Army","Evangelical Protestant","Holiness Family","25","5,174","0.52"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","3","3,550","0.35"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","2","50","0.00"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","136","40,381","4.03"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","588","118,072","11.79"
"Sovereign Grace Churches","Evangelical Protestant","Baptist Family","1","",""
"Swedenborgian Church","Other Christians","Spiritualist Family","2","47","0.00"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","4","2,585","0.26"
"Tao","Other","Other Groups Family","2","",""
"The Church of God","Evangelical Protestant","","3","",""
"The Local Churches","Evangelical Protestant","","24","",""
"Ukrainian Orthodox Church of the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","2","320","0.03"
"Unaffiliated Conservative Mennonite","Evangelical Protestant","Mennonite/Amish Family","1","18","0.00"
"Unification Church","Other","Other Groups Family","1","",""
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","2","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","13","1,855","0.19"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","59","8,487","0.85"
"United Church of God","Other Christians","Adventist Family","1","",""
"United Holy Church of America","Black Protestant","Pentecostal Family","2","98","0.01"
"United House of Prayer","Black Protestant","","1","172","0.02"
"United Methodist Church","Mainline Protestant","Methodist Family","147","37,515","3.75"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","34","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","188","0.02"
"Unity Churches, Association of","Other Christians","Other Groups Family","11","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","3","283","0.03"
"Vedanta Society","Other","Other Groups Family","2","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","22","3,810","0.38"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","7","1,024","0.10"
" "," "," ","5,653.0","5,111,616.0"," "
