"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","1","44","0.02"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","19","3,205","1.57"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","1","40","0.02"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","6","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","11","1,818","0.89"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","4","",""
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","2","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","500","0.25"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","5","272","0.13"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","3","3,984","1.96"
"Hungarian Reformed Churches (Additional)","Mainline Protestant","Presbyterian/Reformed Family","1","",""
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","8","",""
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","45","5,007","2.46"
"International Council of Community Churches","Mainline Protestant","Presbyterian/Reformed Family","1","",""
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","4","547","0.27"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","36","",""
"Korean Presbyterian Church Abroad","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","8","",""
"Korean-American Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","4","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","22","5,781","2.84"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","2","249","0.12"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","1","26","0.01"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","3","223","0.11"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","150","0.07"
"Muslim Estimate","Islam","Islam Family","14","12,321","6.05"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","3","2,516","1.24"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","1","59","0.03"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","2","6,868","3.37"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","3","449","0.22"
"New Apostolic Church USA","Other Christians","Other Groups Family","3","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","208","105,314","51.75"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","4","598","0.29"
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","1","89","0.04"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","60","0.03"
"Orthodox Judaism","Judaism","Judaism Family","1","60","0.03"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","72","0.04"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","7","761","0.37"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","18","4,893","2.40"
"Protestant Reformed Churches in America","Evangelical Protestant","Presbyterian/Reformed Family","1","239","0.12"
"Reform Judaism","Judaism","Judaism Family","3","856","0.42"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","2","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","3","931","0.46"
"Romanian Orthodox Metropolia of the Americas","Orthodox","Eastern Liturgical (Orthodox) Family","1","800","0.39"
"Salvation Army","Evangelical Protestant","Holiness Family","4","1,306","0.64"
"Seventh Day Baptist General Conference of the United States and Canada","Evangelical Protestant","Baptist Family","1","",""
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","58","32,831","16.13"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","122","45,066","22.14"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","280","0.14"
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","1","167","0.08"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","12","1,244","0.61"
"United Methodist Church","Mainline Protestant","Methodist Family","25","4,043","1.99"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","13","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","3","498","0.24"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","3","214","0.11"
" "," "," ","1,277.0","813,804.0"," "
