"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"New Apostolic Church USA","Other Christians","Other Groups Family","2","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","164","184,246","55.86"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","4","575","0.17"
"Orthodox Judaism","Judaism","Judaism Family","6","2,400","0.73"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","5","",""
"Patriarchal Parishes of the Russian Orthodox Church in the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.03"
"Pentecostal Assemblies of the World","Black Protestant","Pentecostal Family","1","400","0.12"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","6","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","30","10,452","3.17"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","17","2,877","0.87"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","1","1,200","0.36"
"Reconstructionist Judaism","Judaism","Judaism Family","1","284","0.09"
"Reform Judaism","Judaism","Judaism Family","4","6,734","2.04"
"Reformed Baptist Network","Evangelical Protestant","","1","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","4","216","0.07"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","1","34","0.01"
"Reformed Episcopal Church","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Reformed Presbyterian Church General Assembly","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Reformed Presbyterian Church of North America (Covenanters)","Evangelical Protestant","Presbyterian/Reformed Family","1","59","0.02"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","3","196","0.06"
"Salvation Army","Evangelical Protestant","Holiness Family","7","1,118","0.34"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","2","750","0.23"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","33","15,082","4.57"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","202","38,780","11.76"
"Syriac-Greek Antiochian Orthodox Catholic Church","Orthodox","Eastern Liturgical (Orthodox) Family","2","",""
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","2","1,700","0.52"
"Tao","Other","Other Groups Family","1","",""
"The Local Churches","Evangelical Protestant","","4","",""
"Twelve Tribes","Evangelical Protestant","","2","",""
"Ukrainian Orthodox Church of the U.S.A.","Orthodox","Eastern Liturgical (Orthodox) Family","1","40","0.01"
"Unification Church","Other","Other Groups Family","1","",""
"Union of Messianic Jewish Congregations","Other Christians","Other Groups Family","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","5","1,449","0.44"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","23","3,455","1.05"
"United Church of God","Other Christians","Adventist Family","1","",""
"United House of Prayer","Black Protestant","","1","180","0.05"
"United Methodist Church","Mainline Protestant","Methodist Family","40","15,654","4.75"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","33","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","3","894","0.27"
"Unity Churches, Association of","Other Christians","Other Groups Family","7","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","333","0.10"
"Vedanta Society","Other","Other Groups Family","1","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","15","9,090","2.76"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","7","1,327","0.40"
" "," "," ","1,749.0","1,366,334.0"," "
