"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","10","3,021","3.58"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","27","3,652","4.33"
"Syrian (Syriac) Orthodox Church of Antioch","Orthodox","Eastern Liturgical (Orthodox) Family","1","30","0.04"
"The Church of God","Evangelical Protestant","","3","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","3","555","0.66"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","4","610","0.72"
"United Methodist Church","Mainline Protestant","Methodist Family","14","3,750","4.44"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","5","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","15","0.02"
"Unity Churches, Association of","Other Christians","Other Groups Family","3","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","1","42","0.05"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","109","0.13"
" "," "," ","487.0","430,814.0"," "
