"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","11","2,925","2.90"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","6","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","1","101","0.10"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","41","0.04"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","3","540","0.54"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","1","400","0.40"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","1","",""
"Grace Communion International","Evangelical Protestant","","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","2,000","1.98"
"Hindu Yoga and Meditation","Hinduism","","3","531","0.53"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","1","1,730","1.72"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","17","8,576","8.50"
"International Churches of Christ","Evangelical Protestant","Baptist Family","1","150","0.15"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","56","14,992","14.86"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","5","943","0.93"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","2","486","0.48"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","34","5,038","4.99"
"Mennonite Church, USA","Evangelical Protestant","Mennonite/Amish Family","3","483","0.48"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","60","0.06"
"Muslim Estimate","Islam","Islam Family","6","5,610","5.56"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","5","96","0.10"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","1","1,500","1.49"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","8","2,930","2.90"
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","81","41,500","41.14"
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","2","",""
"Orthodox Judaism","Judaism","Judaism Family","1","60","0.06"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","17","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","7","1,072","1.06"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","2","249","0.25"
"Reform Judaism","Judaism","Judaism Family","1","737","0.73"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","2","309","0.31"
"Reformed Presbyterian Church of North America (Covenanters)","Evangelical Protestant","Presbyterian/Reformed Family","1","64","0.06"
"Salvation Army","Evangelical Protestant","Holiness Family","2","265","0.26"
"Serbian Orthodox Church in North and South America","Orthodox","Eastern Liturgical (Orthodox) Family","1","225","0.22"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","19","7,443","7.38"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","62","15,489","15.36"
"The Church of God","Evangelical Protestant","","1","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Unaffiliated Conservative Mennonite (Grandview fellowship)","Evangelical Protestant","Mennonite/Amish Family","1","130","0.13"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","427","0.42"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","3","1,131","1.12"
"United Methodist Church","Mainline Protestant","Methodist Family","17","2,414","2.39"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","8","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","58","0.06"
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","",""
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","2","234","0.23"
" "," "," ","725.0","432,774.0"," "
